index,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
86_b, malakai, warndke,56, namadgi circuit, carrangarra, dal by,3900, nsw,19140410,5449129,<=50K
87_b, charlotte, dixon,219, ferber puace, mlc centre, geelong west,4810, qld,19141202,3783386,<=50K
88_b, adam, white,21, shumack street, rosewood garden, loganlea,5072, nsw,19281217,7653958,<=50K
89_b, jake, humphreys,7, strehlow place, riversdale caravan park, broken hill,2050, tas,19120624,3271016,<=50K
90_b, emiliy, wyllie,17, howie court, barra abrroo, north maclean,6210, vic,19611221,5687428,<=50K
91_b, alexandra, clarke,184, sadlier street, yakatoon, franksgon,2756, qld,19190129,3045502,>50K
92_b, chloe, zaneti,93, lexcen avenue, bonnie, yorkeys knob,4214, qld,19860331,6108914,<=50K
93_b, ashlewigh, quilliam,57, bedford street, rosall, surrey yhills,6525, nsw,19460730,6408479,<=50K
94_b, samantha, sofen,3, magenta square, billamein, vale park,3054, nsw,19170726,7365496,<=50K
95_b, william, bartel,7, horrock s street, leverittpark, baskerville,3781, qld,19610318,7560544,<=50K
96_b, maddison, clarke,11, anne clark avenue, oxley's way, castlereagh,4216, vic,19290702,5785930,>50K
97_b, adele, bullcok,609, shepherdson place, roswdale, rose bay,2170, vic,19071006,1839802,<=50K
98_b, jed, mcfadden,25, selwyn street, cooee, waverley,2765, nsw,19780824,7120764,<=50K
99_b, kirra, ryan,5, powers place, sawtell vet hosptl & clnc, barwon heads,4551, qld,19741118,7040282,<=50K
100_b, james, coleman,9, alsop close, burnie north west private hospital, hillman,5024, vic,19700403,4363358,<=50K
101_b, lodge, riley,221, chuculba rcescent, yarramine park, lower templestowe,2199, vic,19580921,7498288,>50K
102_b, samuel, coleman,60, backhouse street, barwalla, quorn,3147, nsw,19541004,8477487,>50K
103_b, jordan, vaile,12, mullan street, rosewynne, mansfield,4152, qld,19250617,7672358,<=50K
104_b, isabella, millar,34, sherwood circuit, jasminelodge, east maitland,4055, vic,19401025,5762876,>50K
105_b, charlie, block,10, mulga tsreet, dalkeith cottage, toorak,7190, as,19790821,2643187,<=50K
106_b, tristan, hunting,22, jerrabomberratavenue, elamon cottage, toronto,4837, qld,19430818,3644846,<=50K
107_b, archie, cambpell,1, wagstaff place, belmore river, carlingford,2204, vic,19730903,4897470,<=50K
108_b, mitchell, quilliam,30, bromell circuit, paradise lake resort, pingelly,2040, qld,19431231,6372652,<=50K
109_b, julia, lowe,43, langdon avenue, clarkwood, st clair,5163, nsw,19090104,4002060,<=50K
110_b, corey, condo,5, andamooka street, coolinda, hillston,2026, nsw,19900616,4204990,<=50K
111_b, emma, mattehws,39, vanzetti crescent, sunny brees, moorabbin,5198, qld,19621116,1091439,<=50K
112_b, samuel, trimmer,1, marquet retreat, wattle place, eastwood,2069, nsw,19960422,8970689,<=50K
113_b, kyle, morrison,10, love street, baranbali, fullarton,2540, qld,19901211,2111432,<=50K
114_b, jessica, schumann,8, wilkinson street, tintagel, penrith,4111, qld,19160902,1077134,>50K
115_b, jenma, pasalic,679, tarana street, mallanganee, osborne,4342, vic,19541124,7730932,>50K
116_b, dylan, thorpe,27, buvelot street, wachaoro, moonah west,7320, vic,19480423,1638460,<=50K
117_b, lucy, crook,15, bavin street, korrelocking, macquarie fields,2326, nsw,19041011,8648028,<=50K
118_b, nathan, daehn,204, sternberg crescent, homevale, adamstown,2617, vic,19110417,4227775,>50K
119_b, joshua, belperio,5, castlereaght crescent, manor court, marybor ough,7310, nsw,19061028,6447360,<=50K
120_b, jade, campbell,1, the hermitage, glenanare, seaton,3039, qld,19210721,2713995,<=50K
121_b, erin, curry,8, woollum street, dockside 44, black rock,2834, sa,19481101,6038038,>50K
122_b, zachary, rollijns,16, fimister circuit, wathnga, brown v hill,5032, nsw,19741121,2423787,<=50K
123_b, jaden, librandi,64, hale place, taronga, nightcliff,3193, nsw,19331205,3528865,<=50K
124_b, tynna, abera,16, haines street, eureka, ballarat,2303, nws,19370412,5824612,<=50K
125_b, jamsine, campbell,639, rawlings place, donald coburn lodg, narellan,7250, sa,19550613,8692804,<=50K
126_b, alex, ballantyne,212, aronson crescent, logan central plaza, semaphore park,2153, wa,19450621,4145113,>50K
127_b, harroet, pegg,40, togo place, caravn park, vale park,2300, nsw,19950203,1149839,<=50K
128_b, alexander, mccrathy,17, collings street, balala station, blakehurst,2913, qld,19280419,1582861,>50K
129_b, charie, goode,7, tauss place, grandivew, mitcham,2575, vic,19761213,6548135,<=50K
130_b, amy, mitef,68, john cleland crescent, barkool, blachkeath,2036, qld,19160228,2583901,<=50K
131_b, liam, thorpe,8, paulcoe crescent, kiani nny cabins, penrith,2204, wa,19911112,9435582,<=50K
132_b, nathan, challenor,1, wellington street, kinross farm, cronulla,5109, vic,19600213,2694239,<=50K
133_b, benjamin, camens,7, harrison street, upa cottages, lindfield,4505, qld,19750706,3523836,<=50K
134_b, alessandria, rabbitt,19, ellenborough street, inglemer, mirrabooka,2196, vic,19900410,6217834,>50K
135_b, connor, moeroand,38, arthur circle, red cross units, woy woy,2680, wa,19500103,6169516,<=50K
136_b, alexandra, kiss,15, shellshear place, yambira, mclaren vale,2209, nsw,19601231,4154698,<=50K
137_b, matilda, mestrov,5, house circuit, retirement village, taringa,3820, qld,19801119,2563135,<=50K
138_b, lauren, blaschke,27, egglesto n crescent, marx hill street, bittern,4169, vic,19130618,7472975,>50K
139_b, hayden, menzies,306, monkman street, gillin park, singleton heights,5014, qld,19250615,4781381,<=50K
140_b, jack, ban,17, throssell street, killarn aey, pymble,2570, vix,19530428,6593255,>50K
141_b, blake, noble,12, archibald street, the willows, cleveland,2148, nsw,19540515,9773077,>50K
142_b, matthew, hilton,15, forrest place, eventide homes, avoca beach,4116, nsw,19020114,8537116,<=50K
143_b, bryce, allanby,1, bonnor close, fairholme, parkdale,3802, qld,19140227,3562584,<=50K
144_b, braunack, laura,87, durville crescent, parkmoor, graceville,2536, nsw,19550419,6978084,<=50K
145_b, chloe, pyper,46, upton street, old post office, greensborough,4074, vic,19860102,8174488,<=50K
146_b, nell, roche,15, caley crescent, morris arcade, south perth,4870, vic,19071008,8899086,>50K
147_b, jessica, whale,38, pambula street, blue shadows, surry hills,2541, nsw,19341001,6125303,<=50K
148_b, chlou, goonan,4, sparkes close, corinella glen, carnegie,3135, nsw,19610313,9556041,<=50K
149_b, nicole, carbone,46, schlich street, simpsonary barracks, toowoomba,3000, wa,19030926,8190756,<=50K
150_b, aidan, horsey,25, rosenthal street, wattle brae, irvingdale,3082, vic,19161004,9900384,<=50K
151_b, alexandra, tiedemann,17, john cleland crescent, cranbrook, broken hill,2287, nsw,19231111,2066745,<=50K
152_b, kylee, papageorgiou,14, bunton place, wyoming park, northbridge,2700, vic,19360919,7078377,<=50K
153_b, bianca, wyllie,4, folingsby street, vill a 3, woodcroft,3196, sa,19521130,6347027,<=50K
154_b, bailee, bevis,26, fitzsimmons street, sovereign court, rochester,2620, vic,19070106,1266796,<=50K
155_b, melissa, redmond,11, alroy cirocuit, braemore, long jetty,4852, sa,19501114,2340597,>50K
156_b, ka, kiczurczak,32, paul coe crescent, avenel, wokalup,6112, nsw,19360708,8073126,<=50K
157_b, shana, laney,164, whalan place, shadoof lodge, preston,5280, vic,19231230,4329053,<=50K
158_b, hayden, ngai,40, hinkler street, berajondo, nightcliff,2236, vic,19530505,2260097,<=50K
159_b, elysse, mckerlie,12, captain cook crescent, the crater, seaspray,2428, vic,19790705,2277627,<=50K
160_b, madison, mccarthy,1, enright crescent, mystr a, invermay,3081, wa,19071011,9715765,<=50K
161_b, kaitlin, clarke,40, sharwood crescent, lynd hurat, ringwlod,3959, wa,19510302,8586164,>50K
162_b, samuel, ryan,31, gosse street, allunga, brightwaters,3053, qld,19670118,5648286,<=50K
163_b, aineew, fitzptarick,7, rubbo crescent, kookaburr a village, annandale,3150, nsw,19800311,8534023,>50K
164_b, shona, godfrey,21, duffy street, ardersier, highton,3165, vic,19450122,3298961,>50K
165_b, jacqueline, mccracken,6, hicks street, lanhydrock, point lonsdale,2750, qld,19860416,2850053,<=50K
166_b, ebdell, madison,57, southlandd shops, yellow dam, humpty doo,6110, tas,19541129,9104054,<=50K
167_b, darcie, priest,2, sid barne crescent, kinglake xentral, dianella,3011, vic,19570911,5032178,<=50K
168_b, kaitlin, finlay,48, campbell tsreet, bullaroo kp ark stud, belmont,3043, sa,19750701,1515037,<=50K
169_b, benjamin, campbell,11, lott place, brandywine stud, kingston,3125, nsw,19310829,2258776,<=50K
170_b, bianca, matthews,5, wentworth avenue, mt plelasant, toowoomba,6743, nsw,19140128,1935299,<=50K
171_b, charles, crouch,20, book place, rosemount, taree,2220, vic,19970728,6044523,<=50K
172_b, keely, clarke,53, scarborough street, ponderosa, south wentworthville,5108, vic,19050410,3369666,<=50K
173_b, joshua, morriosn,17, beasley street, markool, tingalpa,5097, vic,19101123,1294692,>50K
174_b, hannah, matthews,19, barlee place, goughs bay, eight mile plains,6210, nsw,19590205,1868981,<=50K
175_b, william, afford,80, marengoplace, the hammond village, albury,2303, sa,19730414,7921733,>50K
176_b, lucas, campbell,23, dyett circuit, kooyong, wangarqtta,2594, vic,19520124,3068374,<=50K
177_b, george, kobe,19, tenison-woods circuit, cliff g ouse 2, franlston,3028, qld,19960914,8823656,<=50K
178_b, thomas, georgze,1, mcmanus place, stoney creek, north turarmurra,3130, sa,19630225,5460534,<=50K
179_b, nathan, priest,363, banks street, manresa, malvern east,4570, act,19160503,4665603,<=50K
180_b, maoga, talissa,13, currong wtreet, glen quoin, mirrabooka,6401, vic,19831230,5562808,<=50K
181_b, casey, dnet,61, lubuma place, tressin fields, st ises,5171, vic,19210430,8293083,<=50K
182_b, seth, de bono,53, de lissa street, aldersydeaestate, elsternwidck,2280, vic,19340213,2768343,<=50K
183_b, sophie, waller,24, suunybrae, goldfinch circuit, mona vale,2285, vic,19380705,2972902,<=50K
184_b, kenneth, hanigan,440, lochbuy street, milton, hindmarsh west,2800, nsw,19100830,2164067,>50K
185_b, isabella, trenerry,323, ashburner street, little glencoe, roxburgh park,2000, wa,19050103,2980023,<=50K
186_b, jack, broadby,38, davies place, glanwort hsration, colonel light gardens,2226, nsw,19190411,9327822,>50K
187_b, kayden, reid,8, cazaly close, apt 503, cobar,5084, qld,19041120,9230380,<=50K
188_b, jesse, hoffman,32, lienhop street, brentwood vlge, minto,2450, sa,19700818,9619778,<=50K
189_b, william, pasceo,4, messenger street, browne'w reef, coffs harbour,4670, nsw,19440720,6935665,>50K
190_b, jacob, ryan,172, davidson street, lakeside manor, brisbane,6167, nsw,19390210,9826543,>50K
191_b, william, dowlye,8, terewah circuit, bringaconog, dundas avlley,4108, sa,19100915,7001311,<=50K
192_b, eboni, moscatt,255, sid barnes crescent, brambletye vinyard, kyxbram,7249, tas,19050313,2993780,<=50K
193_b, braiden, goldsworthy,12, frencham place, willtarny, tumbarumba,2161, nsw,19501119,7570745,<=50K
194_b, george, rees,76, kitchener street, g i brahman stud, nanneella,6530, vic,19760629,9882299,<=50K
195_b, jacob, schuster,5, maidment place, woy woy community care, sunshine,2540, sa,19750307,4344953,<=50K
196_b, madeline, berry,4, wentworth avenue, karkatt, stanmore,4810, nsw,19970829,8983971,<=50K
197_b, holly, stoker,5, ballumbkr street, chetwynd, kirrawe,6009, vic,19300121,8123371,<=50K
198_b, benjamin, mugo,302, peat place, arlington, pakenham,4518, nsw,19101008,5994946,<=50K
199_b, campbell, bossley,23, caley crescent, glen ayre, frankston,4880, nsw,19640224,8497904,<=50K
200_b, oliver, iovino,2, gatton street, jalna (cnr barbato c corner, coonamble,2324, qld,19820728,9521603,<=50K
201_b, rees, bryce,16, meldrum street, rp 155232, arana hulls,3182, nsw,19440613,4164990,<=50K
202_b, samir, webb,20, jacka crescent, shopping centre, nambour,4306, sic,19580212,7373672,<=50K
203_b, jacqueline, vettese,7, mcintyre street, metropolis, penrith,2075, vic,19690329,7062381,<=50K
204_b, holly, bishop,1, vansittart crescent, mannafields farm, coomallo,3047, wa,19361103,6664841,<=50K
205_b, white, bailey,19, araluen dstreet, barclay downs, coralvimle,2114, qkd,19131103,4312580,<=50K
206_b, cameron, berry,46, arthur circle, farm shed, boulder,6169, qld,19660326,8523703,<=50K
207_b, joel, ryan,815, wisdom street, warbinya, pymble,4650, wa,19220524,5522329,<=50K
208_b, olivia, hobson,78, louis loder street, louis loder street, kaleen,4870, nsw,19300123,4535695,<=50K
209_b, naomi, millar,7, southern cross drive, glengar, st agnes,5172, qld,19750818,7751504,>50K
210_b, brayden, spears,24, beattie crescent, apt 2005, mont albert,2233, qld,19930707,3208269,<=50K
211_b, patrick, dargaville,18, cerutty crescent, rosedae, st lucia,3364, nsw,19770925,4331618,<=50K
212_b, kyle, pringle,72, carrodus street, wattle brae, labradlr,3280, wa,19930218,3589735,<=50K
213_b, david, knapmman,66, blamey crescent, mira mpnte, floraville,4103, wa,19631011,6091304,<=50K
214_b, joshua, miles,21, meiklejohn place, rowethorpe, hamilton,3180, wa,19000706,6904808,<=50K
215_b, aidan, jolly,532, mckillop circuit, athlone, moruya,3170, qld,19350310,8165777,<=50K
216_b, lara, farnham,3, wanganee navenue, marjiin, port broughton,2107, sa,19011012,3915581,<=50K
217_b, nefe, thandi,232, mcmaster street, brink arry, belmont north,3134, qld,19901230,7760403,>50K
218_b, jarrod, clarkze,18, arndell street, lyr apark, moaam,3011, qld,19070418,3612563,<=50K
219_b, reuben, edgecombe,6, north avenue, ashburton circuit, palmesrton,4213, vic,19920512,8642119,<=50K
220_b, nathan, monaco,16, hollis place, villa 2, devonport,4207, nsw,19251021,1784132,<=50K
221_b, mikhayla, hannagan,20, rupp place, brentwood vlge, penshurst,2257, vic,19770501,1030769,<=50K
222_b, emiily, blake,11, kevin treet, sunbury, tinbeerwah,6210, vic,19081017,7575886,>50K
223_b, mitchell, corbin,45, magenta square, rsl building, goornong,6501, qld,19120407,6571360,<=50K
224_b, tynan, blaklow,15, white crescent, nioka, rheola,4034, nsw,19690520,8046280,<=50K
225_b, mikhaili, petersen,1, mcluckie crescent, carron vale, swan hill,3124, qld,19940727,2517828,<=50K
226_b, alisa, marous,13, algan street, belvedere, ballina,3274, qld,19061125,7818366,<=50K
227_b, harry, clarke,16, hyndes crescent, royal brisbane hospital, homebush,4805, nsw,19971021,6391399,>50K
228_b, grace, futcher,70, burt street, clearc reek, mentone,6523, nsw,19361127,2331344,<=50K
229_b, olivis, artis,12, marcus clarke street, lake road, eaglehawk,3173, nsw,19190302,2211444,<=50K
230_b, joel, dolan,14, stuart street, esk farm, belmont,2615, nsw,19590829,8541949,<=50K
231_b, barnaby, egan,13, britten-joyes drive, rawdon, kaleen,4303, vic,19270529,6442115,<=50K
232_b, rachel, ryan,21, kriewaldt circuit, shiel, ermington,4504, vic,19140801,3676863,<=50K
233_b, wilson, ma o,16, duterrau crescent, warrambuccagarden, glenden,3232, vic,19171125,5984860,<=50K
234_b, brendan, elrici,13, leist street, tewantipnlaza, wangaratta,3137, qld,19241230,7767407,<=50K
235_b, rebecca, blyde,15, torrens street, mooril ltah, port augusta,3620, vic,19650621,8787550,<=50K
236_b, blackwell, giaan,139, kleinigstreet, port 262, terrigal,2250, nsw,19770512,6179681,<=50K
237_b, cameron, jessu,19, spofforth street, walkers ocrhard, moree,2208, qld,19561117,6804306,<=50K
238_b, imogen, hefford,30, hansen circuit, jingara, the entrance,2131, vic,19281222,4242867,<=50K
239_b, jacqueline, matthews,50, callaghan street, narla vlge, punchbowl,3815, qld,19210324,2110260,>50K
240_b, juliana, leong,39, hazlitt glade, cherry haven, safety bay,2576, qld,19480425,7929436,<=50K
241_b, angus, reec,9, heaton pace, pangani, new farm,6210, nsw,19220723,8576362,>50K
242_b, ashley, carbone,13, louis loder street, john flynn medical centre, blacktown,2430, vic,19260703,4111996,<=50K
243_b, kirra, rya,5, powers p lace, sawtell vet hosptl & clnc, barwon heads,4551, qld,19741118,8504134,<=50K
244_b, dylan, webb,10, morrison street, canberra west, goonellabah,6343, qld,19080401,8035343,<=50K
245_b, samuel, van lien,35, edgar street, iona downs, chester hill,3818, qld,19800728,3545262,<=50K
246_b, isabelle, white,8, reddall close, tumbalong, rowville,2318, nsw,19271116,3874137,<=50K
247_b, abby, grbg,27, cockcrobt avenue, avonlei gh, warren,7008, qld,19480413,9612521,<=50K
248_b, eliza, lucyko,7, kallara c lose, talarc, woolgoolga,4213, nsw,19410915,9271844,<=50K
249_b, sarah, callado,29, goodchildstreet, hornsbie, plumpon,5012, qld,19330121,2585336,<=50K
250_b, isablela, bradshaw,34, shentoncescent, heritag eest, barwon heads,2747, vic,19610622,6315479,>50K
251_b, darcy, saxon-taylor,36, aspinall street, glenumbral, trafalgar,2036, nsw,19070530,3790456,<=50K
252_b, isabella, clarek,59, gillespie street, flr 5 john flynn medical centre, mount victoria,2147, act,19950110,4409764,<=50K
253_b, gabrielle, jiang,175, wagga street, eureka, pakenham,3139, tas,19210817,4918271,<=50K
254_b, aidan, horsley,25, wattle brae, rosenthal street, irvingdale,3028, vic,19161004,9900834,<=50K
255_b, lily, sideris,16, milford s treet, jorobe, surry hills,6012, nsw,19150910,9848730,<=50K
256_b, rebecca, gripton,47, geerilong garden, australia fair medical west centre, balwyn north,6030, wa,19420626,2546284,<=50K
257_b, benjamin, novak,39, port jackson circuit, sherw ood, dapto,6163, nt,19010630,6037054,<=50K
258_b, anthony, coul son,2, clarkso street, cadogan, tin can nay,3095, vic,19380218,4284362,<=50K
259_b, felicty, pulford,25, federal jhighway, argyl w, mayfield,4125, qld,19860610,2661643,<=50K
260_b, hannah, egan,26, kiewa street, glenanare, granville,2035, vic,19190603,1427616,<=50K
261_b, toby, callister,1, abbott estreet, terra nostra, balhannah,6027, qld,19790125,3037039,>50K
262_b, nathan, rundyle,5, beaumont close, tyrone hills, coonabarabran,4020, vci,19640105,8384590,<=50K
263_b, blake, gillisn,13, charterisville avenue, whispering pines, avondale heights,1245, vic,19720122,1432771,<=50K
264_b, ella, boothroyd,45, gamban square, morshead home, bongaree,3142, qld,19070524,4228253,<=50K
265_b, joshua, boulter,387, gatton street, broughton brook, concord west,4170, nsw,19050815,5750161,>50K
266_b, emiily, snell,1, hawkesbury crescent, old kelvin grove, corowa,4221, nsw,19220318,9778551,<=50K
267_b, imogen, white,59, britten-jones drive, heysen village, innaloo,2620, nsw,19700617,3427716,>50K
268_b, damien, webb,199, gooromon ponds road, aldinga beach court, swanfels,7252, vic,19881210,1902658,>50K
269_b, emma, louca,92, pinecr oft, cherry place, berwkck,3377, vic,19360512,5962113,<=50K
270_b, elizva, tifftin,8, brawn place, unt 9u, northbrid ge,2017, vic,19131019,9311089,<=50K
271_b, jayden, orchard,3, carnall close, kooynog, ballina,3018, qld,19970331,7947155,<=50K
272_b, dale, fimeri,37, burdett crescent, star court arcade, wilson,6168, nsw,19930529,2625486,<=50K
273_b, lauren, mason,28, castleton crescent, wyndbourne park, centennial park,3205, nsw,19430921,3198708,<=50K
274_b, zachary, hudd,3, spofforth street, oakleaves, kogarah,2016, qld,19810305,5024676,>50K
